item,x_coor,y_coor
800,24.26,280.1
801,519.48,676.18
802,211.98,26.53
803,151.23,995.09
804,964.01,730.83
805,16.87,558.89
806,376.05,817.5
807,86.67,481.22
808,653.28,997.76
809,532.6,763.21
810,413.18,380.14
811,301.12,663.4
812,647.17,449.14
813,230.9,252.63
814,524.86,994.67
815,508.16,264.45
816,808.23,674.96
817,3.74,162.85
818,662.44,502.49
819,71.01,717.29
820,973.28,83.56
821,382.11,449.21
822,544.47,464.29
823,186.97,233.72
824,38.23,910.01
825,821.86,869.93
826,993.89,87.82
827,750.46,81.08
828,814.69,497.56
829,647.6,73.77
830,860.53,311.53
831,151.74,536.48
832,524.2,133.72
833,810.1,692.6
834,290.32,311.85
835,292.91,218.74
836,455.8,742.52
837,113.44,587.32
838,804.1,429.88
839,98.13,52.75
840,695.6,255.33
841,943.45,674.4
842,879.44,192.8
843,170.38,218.2
844,294.1,857
845,208.56,569.46
846,928.01,85.17
847,394.85,625.71
848,30.97,848.22
849,789.74,398.89
850,308.45,480.89
851,893.32,706.61
852,542.79,174.3
853,888.49,682.86
854,88.8,83.25
855,538.15,815.99
856,881.98,368.16
857,216.63,114.78
858,176.83,861.84
859,113.45,723.57
860,376.28,475.3
861,631.47,350.91
862,310.16,809.14
863,140.25,121.54
864,372.13,522.41
865,334.23,284.25
866,24.24,176.17
867,654.75,129.34
868,170.33,339.45
869,711.93,631.91
870,833.04,618.89
871,760.76,867.97
872,445.25,206.3
873,784.57,392.55
874,101.74,32.72
875,587.47,512.48
876,432.66,49.05
877,306.22,145.07
878,192.66,718.88
879,262.68,950.37
880,207.81,844.47
881,426.19,259.15
882,883.86,990.41
883,404.72,278.91
884,392.33,5.79
885,612.3,541.8
886,662.54,687.83
887,525.6,400.33
888,791.62,868.75
889,455.04,194.6
890,367.21,159.78
891,429.24,980.83
892,759.21,228.86
893,428.54,556.36
894,898.07,288.78
895,363.9,354.96
896,327.87,447.34
897,286.66,323.19
898,249.94,981.63
899,676.69,505.33
900,585.84,891.02
901,678.75,142.13
902,555.06,343.11
903,12.05,984.19
904,791.66,785.78
905,402.89,539.78
906,618.79,54.51
907,817.51,297.83
908,75.07,200.99
909,575.18,296.75
910,67.35,552.02
911,723.13,726.99
912,665.86,430.91
913,817.32,162.38
914,997.95,345.14
915,835.44,552.35
916,718.65,988.5
917,921.98,248.54
918,191.91,138.09
919,875.24,904.23
920,961.15,336.99
921,728.78,502.8
922,196.87,180.3
923,162.2,250.54
924,495.04,632.1
925,388.12,905.83
926,206.92,734.36
927,391.71,893.25
928,249.96,141.01
929,821,114.55
930,717.53,966.98
931,388.01,173.52
932,307.89,527.26
933,1.65,456.09
934,883.14,349.46
935,72.83,646.87
936,755.25,275.97
937,764.64,213.38
938,377.22,52.11
939,839.58,240.83
940,57.86,661.46
941,436.6,112.56
942,192.33,93.87
943,294.91,307.96
944,174.73,666.57
945,215.97,365.42
946,386.07,181.5
947,561.24,237.97
948,834.84,670.12
949,716.22,581.07
950,52.12,974.93
951,51.13,545.08
952,182.2,104.87
953,189.14,686.12
954,509.78,462.42
955,947.77,75.79
956,477.66,19.93
957,851.93,518.85
958,690.29,935.66
959,583.22,215.03
960,253.23,30.53
961,615.56,820.28
962,100.07,615.07
963,453.88,514.57
964,176.6,965.62
965,609.33,778.06
966,371.39,16.46
967,155.92,381.98
968,798.19,773.63
969,975.66,445.84
970,712.3,633.24
971,685.11,620.45
972,772.95,762.59
973,52.56,760.58
974,689.71,472.37
975,428.64,588.51
976,743.45,163.6
977,505.02,314.04
978,115.56,526.05
979,269.07,774.15
980,18.66,316.47
981,883.08,255.99
982,867.51,653.56
983,132.22,936.3
984,805.33,568.18
985,288.43,426.81
986,355.04,351.67
987,453.47,673.09
988,171.15,375.2
989,919.47,104.65
990,390.22,746.58
991,512.36,750.22
992,940.94,892.64
993,415.12,558.36
994,245.26,588.59
995,187.59,713.11
996,357.69,718.18
997,615.77,582.37
998,73.56,143.68
999,577.17,550.86
1000,140.3,893.13
1001,202.41,581.52
1002,355.06,488.87
1003,527.99,780.19
1004,356.47,637.88
1005,798.6,267.76
1006,106.31,55.27
1007,505.77,247.98
1008,151,169.81
1009,44.95,857.98
1010,901.39,548.01
1011,87.08,23.51
1012,804.52,38.1
1013,148.45,988.12
1014,32.53,135.26
1015,464.27,383.29
1016,825.84,226.81
1017,976.87,855.6
1018,157.47,786.55
1019,927.36,669.08
1020,89.89,609.28
1021,812.7,888.16
1022,697.56,695.34
1023,78.68,116.64
1024,388.02,837.41
1025,689.41,747.02
1026,681.38,493.74
1027,783.05,915.45
1028,83.77,426.32
1029,523.55,196.63
1030,978.14,695.94
1031,878.79,539.27
1032,457.85,844.26
1033,754.64,660.23
1034,89.77,33.38
1035,251.62,237.47
1036,732.39,950.54
1037,193.81,216.44
1038,316.66,747.49
1039,572.35,203.64
1040,990.86,718.66
1041,733.4,777.76
1042,306.67,176.45
1043,723.03,440.1
1044,702.11,228.82
1045,658.57,281.4
1046,380.37,324.85
1047,98.68,129.13
1048,346.39,608.05
1049,93.85,165.92
1050,917.32,541.3
1051,723.7,645.17
1052,398.63,267.59
1053,168.15,735.94
1054,497.13,176.7
1055,486.82,373.09
1056,178.53,427.04
1057,177.29,323.12
1058,901.84,363.87
1059,768.38,115.68
1060,545.41,60.33
1061,395.23,842.71
1062,36.79,875.59
1063,284.31,734.81
1064,328.5,883.59
1065,518.16,180.58
1066,94.9,539.56
1067,897.66,264
1068,481.54,370.14
1069,836.05,232.07
1070,787.24,462.09
1071,435.63,126.79
1072,381.05,435.63
1073,626.56,814.04
1074,12.8,187.32
1075,927.15,287.36
1076,246.85,205.93
1077,436.85,104.38
1078,839.26,353.26
1079,200.62,942.76
1080,838.54,457.34
1081,915.31,496.93
1082,454.04,18.65
1083,223.34,518.7
1084,132.04,957.21
1085,233.5,30.85
1086,543.09,960.82
1087,227.58,352.6
1088,517.84,991.69
1089,719.04,5.59
1090,820.58,776.74
1091,763.41,819.67
1092,912.55,232.32
1093,914.23,851.31
1094,4.44,965.74
1095,551.91,127.37
1096,416.6,140.87
1097,957.62,823.6
1098,622.63,470.38
1099,458.73,922.86
1100,780.64,921.81
1101,213.12,245.66
1102,397.44,432.46
1103,523.43,863.33
1104,642.18,181.72
1105,861.77,680.61
